Gender,10percentage,12percentage,CollegeTier,Degree,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
1,85.0,76.7,2,1,67.66,0,520,350,325,0.459015840492937,-1,-1,-1,376,-1,-1,-1,0.8463,0.0459,-1.9881,0.7798,1.6302,205000
1,83.4,77.4,1,1,70.0,0,565,675,725,0.910770164246022,405,433,-1,-1,-1,-1,-1,-0.5719,0.6568,0.8171,-0.8778,0.3444,510000
2,79.0,72.5,2,1,66.43,1,525,360,370,0.298769128563994,-1,-1,-1,-1,356,-1,-1,-0.0154,1.0449,-0.1437,-0.6147,1.4386,205000
1,62.4,67.17,2,1,60.14,0,420,615,465,0.881620069530177,425,420,-1,-1,-1,-1,-1,-0.5899,-0.2871,0.01,0.1459,0.0973,140000
1,81.2,76.4,2,1,72.3,0,765,605,665,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.5644,0.7119,1.2396,-2.3895,1.247,360000
2,90.6,92.3,2,1,78.07,1,625,545,605,0.0587928000083534,445,200,-1,-1,-1,420,-1,0.2009,0.6568,-0.7794,-0.0552,0.9763,375000
1,55.0,43.0,2,2,62.0,1,305,415,285,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.51,0.4488,0.065,-1.1911,0.1187,180000
1,73.0,74.0,2,1,69.2,1,415,635,455,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2148,0.1798,-0.643,310000
1,72.4,72.8,2,1,71.77,1,465,375,510,0.207392169717661,395,260,-1,-1,-1,-1,-1,0.2718,0.8784,0.7785,-0.2344,0.0973,325000
2,78.33,67.6,2,1,65.72,0,510,655,605,0.488347976782714,405,-1,-1,-1,-1,-1,-1,1.8517,1.3779,1.0859,-2.136,1.6302,275000
1,68.0,59.2,2,1,65.0,0,355,455,495,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.6538,-1.6833,-1.2148,1.3549,0.0284,375000
2,86.6,92.0,2,1,77.96,1,495,555,425,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.8192,0.8128,0.5269,-1.4653,0.1864,515000
1,61.6,57.83,2,1,49.07,0,655,425,555,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.2287,-0.2793,-0.4891,-0.08457,-0.1295,350000
2,85.83,86.0,2,1,86.0,0,315,480,295,0.144789889482462,365,-1,284,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,-2.0092,-1.244,265000
2,83.0,85.0,2,1,70.0,1,535,410,370,0.338786347219528,375,292,-1,-1,313,-1,-1,-2.8879,-3.9501,-2.7565,-1.2486,-5.6512,325000
1,79.78,64.0,2,1,56.43,1,585,655,625,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.0464,0.8128,0.5269,-0.0552,-0.4455,280000
1,84.0,88.0,2,1,72.5,1,580,565,545,0.423951396376433,325,-1,315,-1,388,-1,-1,0.1282,0.3789,1.3933,-0.7415,0.8637,300000
2,93.0,97.0,2,1,80.5,0,585,655,735,0.538386892985096,455,333,-1,-1,-1,-1,-1,-0.880999999999999,1.1248,-2.9565,-0.78967,-1.2354,395000
1,91.86,94.5,2,1,69.06,1,485,404,505,0.824666400671332,355,400,-1,-1,-1,-1,-1,-0.2628,-1.0593,-0.0537,-0.5253,0.3444,90000
1,87.0,92.0,2,1,63.96,1,445,605,525,0.298769128563994,315,-1,-1,-1,356,-1,-1,0.7027,-0.2871,-0.2974,-0.6147,-1.8189,160000
2,65.0,58.0,2,1,70.0,0,404,464,425,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.4173,0.6178,-0.4891,0.6498,-0.4455,145000
1,70.2,61.8,2,1,69.0,0,455,370,485,0.622642915849938,395,-1,407,-1,-1,-1,-1,0.1282,-0.1206,-1.0659,1.794,0.2889,150000
1,73.0,62.0,2,1,75.0,0,405,545,535,0.953899775079926,495,-1,530,-1,-1,-1,-1,0.7027,-1.2861,-0.9122,-0.7415,-0.8608,145000
1,70.0,43.42,2,1,55.52,1,370,360,270,0.649389714846691,-1,356,-1,-1,-1,-1,-1,-0.7335,-2.1186,-1.9881,-0.4879,-5.0763,180000
1,84.67,86.46,1,1,85.8,1,545,525,715,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.3447,-1.0593,0.672,1.0024,-1.7093,730000
1,88.8,94.6,2,1,80.6,1,510,525,720,0.938399136791175,345,-1,-1,-1,553,-1,-1,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,305000
1,76.0,67.0,2,1,64.0,1,730,520,590,0.538386892985096,375,333,-1,-1,-1,-1,-1,1.1336,1.3779,1.2396,1.1601,1.0554,325000
2,85.0,94.6,2,1,80.02,0,545,510,485,0.993917312137124,-1,-1,-1,606,-1,-1,-1,-0.5899,1.5444,-0.2974,-0.4879,0.6721,210000
1,71.66,73.8,1,1,63.88,1,425,485,405,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.9737,1.1248,0.2366,0.0623,-0.0506,150000
1,91.2,77.8,2,1,77.8,0,535,540,570,0.911395278391328,395,-1,500,-1,-1,-1,-1,1.2772,0.2124,0.6248,-1.3753,0.4805,210000
2,83.0,73.0,2,1,67.0,0,595,625,560,0.338786347219528,405,292,-1,-1,-1,-1,-1,-0.3027,0.7119,1.3933,-2.3895,0.6721,325000
2,93.0,94.6,2,1,78.15,1,515,635,725,0.694479327708463,-1,366,-1,-1,-1,260,-1,0.8578,1.7488,0.0914,-1.3184,0.5024,360000
1,83.0,63.0,2,1,66.0,0,450,495,515,0.23780283983757,375,-1,315,-1,-1,-1,-1,0.1282,-0.2871,0.3174,-1.8824,0.0973,160000
1,88.2,91.0,1,1,75.7,1,720,510,655,0.486747008438193,525,-1,376,-1,-1,-1,-1,-0.4463,-0.6201,-0.1437,0.1459,-2.5853,350000
1,76.6,72.8,2,1,76.0,0,500,530,620,0.998966943874751,735,-1,-1,-1,-1,-1,-1,-0.4463,-2.7846,-1.527,0.3995,-2.0105,325000
1,68.6,70.0,2,1,71.3,0,520,535,620,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.0154,1.0449,0.6248,-1.8824,0.8637,350000
1,79.4,80.4,1,1,71.0,0,545,505,595,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.159,-1.9521,-0.7585,-0.7415,-2.2021,320000
1,71.0,64.6,2,1,65.6,0,325,440,380,0.493596387301038,-1,324,-1,-1,-1,286,-1,-1.1644,1.0449,0.7785,1.4136,-0.6692,225000
1,61.0,61.8,2,1,62.2,0,395,565,475,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.5522,0.8128,-1.0116,-1.3008,0.1864,200000
2,81.0,93.3,2,1,74.42,1,520,440,605,0.538386892985096,445,333,-1,-1,-1,-1,-1,-1.308,-0.6201,-1.2196,1.2869,-0.8608,180000
1,72.3,95.0,2,1,70.0,0,454,515,625,0.308400582860308,355,333,-1,-1,-1,-1,-1,0.0464,0.3448,-0.9245,-0.9953,0.6603,400000
1,87.2,76.6,1,1,67.0,0,510,610,665,0.649389714846691,-1,356,-1,-1,-1,366,-1,-1.8825,-1.4526,-1.9881,1.5404,-1.244,325000
1,57.67,74.0,2,1,76.26,0,555,495,810,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.3941,0.8128,0.2366,-1.3184,0.3444,260000
2,66.0,68.0,2,1,71.0,0,500,555,605,0.911395278391328,465,-1,500,-1,-1,-1,-1,1.4208,1.2114,0.9322,-0.6147,1.0554,205000
1,80.33,89.6,2,1,73.5,0,525,605,605,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.6646,0.5008,0.8171,-0.7603,0.5024,760000
1,78.0,85.0,2,1,73.0,0,435,335,345,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,0.5008,0.0914,0.5323,0.1864,180000
1,71.0,70.8,2,1,75.0,0,325,485,575,0.911395278391328,465,-1,500,-1,-1,-1,-1,0.1282,1.2114,2.008,0.2727,0.6721,240000
2,86.3,71.8,2,1,86.3,0,535,485,595,0.493596387301038,585,324,-1,-1,-1,-1,-1,0.2718,1.2114,0.4711,0.1459,1.0554,335000
1,80.0,76.0,2,1,80.6,0,735,555,535,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.4463,-0.9531,0.1637,0.0192,-2.0105,110000
1,73.2,74.6,2,1,76.75,0,450,560,470,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.5591,-0.6201,-0.4511,-0.4879,0.2889,150000
1,70.3,73.2,2,1,67.46,0,420,350,295,0.338786347219528,295,292,-1,-1,-1,-1,-1,1.8517,0.3789,-0.7585,-0.6147,0.6721,200000
1,65.2,62.2,2,1,75.6,0,425,620,665,0.995464718630865,685,-1,-1,-1,-1,-1,-1,1.1336,0.0459,1.2396,-0.4879,-0.0943,480000
1,65.2,80.0,1,2,81.6,1,430,570,465,0.744758354008939,555,-1,438,-1,-1,-1,-1,0.1282,0.7119,0.01,-0.3612,-1.244,210000
1,72.17,58.92,2,1,64.0,1,395,405,515,0.700826161753383,464,-1,-1,-1,-1,-1,-1,0.0464,1.2808,0.9623,1.8249,0.3444,135000
1,69.0,50.0,2,1,60.0,1,404,375,395,0.488347976782714,405,-1,-1,-1,-1,-1,-1,1.4374,-1.2153,-0.6343,-0.2902,-2.0253,225000
1,84.6,74.4,2,1,66.24,0,590,440,620,0.622642915849938,555,-1,407,-1,-1,-1,-1,0.1282,1.3779,-2.1418,-0.995,0.6721,360000
1,76.2,68.3,2,1,63.0,0,580,435,385,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-2.7443,-1.6191,-1.0659,0.1459,-2.2021,95000
1,57.0,49.0,2,1,65.0,0,355,395,255,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.3447,0.6178,-0.1626,1.1199,-0.9194,240000
2,82.0,64.0,2,1,72.0,0,580,505,440,0.144789889482462,385,-1,284,-1,-1,-1,-1,-1.7389,1.2114,-0.9122,2.0475,0.2889,200000
1,80.07,70.66,2,1,61.29,0,465,555,435,0.765673581234011,485,-1,-1,-1,-1,-1,-1,1.5533,0.5008,1.1074,0.62043,0.1864,460000
1,80.0,55.0,2,1,63.0,0,640,470,390,0.622642915849938,445,-1,407,-1,-1,-1,-1,-1.1644,0.7119,1.3933,-1.6289,1.4386,205000
2,92.47,75.5,2,1,73.81,1,395,470,455,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.2772,0.5454,0.1637,-0.4879,-0.4776,350000
1,65.0,77.2,2,1,79.6,0,520,465,720,0.758379883023504,-1,420,-1,-1,473,-1,-1,1.8517,1.2114,0.4711,-0.3612,0.8637,170000
1,86.0,68.69,2,1,82.5,0,445,475,485,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.626,0.3448,-0.4891,0.3561,-1.2354,215000
1,66.33,61.0,2,1,72.0,0,535,510,680,0.486747008438193,435,-1,376,-1,-1,-1,-1,0.2718,0.5454,-1.527,0.2727,0.6721,300000
2,88.64,61.92,2,1,74.83,1,535,370,320,0.0622212912369296,255,388,-1,-1,260,-1,-1,0.4155,0.7119,0.3174,-0.7415,0.6721,100000
1,84.0,72.0,2,1,83.8,1,770,460,465,0.995464718630865,685,-1,-1,-1,-1,-1,-1,0.1282,0.5454,1.2396,-0.6147,0.8637,300000
1,87.0,82.0,1,1,74.0,1,545,605,765,0.985461394326131,495,500,-1,-1,-1,366,-1,0.4155,-0.2871,-0.7585,-1.8824,-0.6692,500000
2,92.0,95.0,2,1,83.0,1,720,605,605,0.881620069530177,495,420,-1,-1,-1,-1,-1,-1.1644,-0.1206,0.4711,0.2727,-0.0943,235000
2,79.0,69.4,2,2,65.0,0,495,555,545,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,0.672,0.0623,0.0284,370000
1,74.0,63.0,2,1,67.0,0,360,440,340,0.0422231310972419,225,-1,-1,-1,-1,-1,-1,-0.159,-0.4536,0.4711,-0.7415,-0.6692,350000
2,94.0,98.2,2,1,82.47,1,455,595,554,0.376059586651545,-1,300,-1,-1,-1,420,-1,-0.880999999999999,0.5008,-0.0537,0.6498,-0.5245,360000
1,79.0,69.3,2,1,65.4,0,450,385,485,0.486747008438193,115,-1,376,-1,-1,-1,-1,-0.5899,-0.4536,-1.9881,1.794,-0.0943,180000
1,72.2,71.8,2,1,72.31,0,395,455,390,0.622642915849938,545,-1,407,-1,-1,-1,-1,-1.5953,-1.4526,-1.0659,0.2727,-2.3937,300000
1,68.6,64.3,2,1,73.5,0,505,575,475,0.694479327708463,-1,366,-1,-1,-1,-1,-1,0.51,0.3448,-1.6502,-1.5828,-0.7615,120000
1,82.0,81.0,2,1,64.0,0,435,475,475,0.985461394326131,305,500,-1,-1,-1,446,-1,-1.6924,-0.2793,-0.6343,0.3561,0.1864,180000
1,86.0,88.0,2,1,77.75,0,675,665,575,0.535862819499896,-1,-1,-1,393,-1,-1,-1,1.5644,1.2114,-0.6048,-0.3612,0.0973,310000
2,92.48,89.0,2,1,73.0,1,665,505,415,0.911395278391328,525,-1,500,-1,-1,-1,-1,0.2718,0.2124,0.3174,-2.136,-0.0943,350000
1,63.0,56.0,2,1,63.0,0,650,460,500,0.221058818289794,-1,-1,-1,-1,-1,-1,-1,-0.0154,1.2114,1.2396,1.0333,1.4386,180000
2,90.0,84.0,2,1,72.48,0,720,520,485,0.843123726665742,515,-1,-1,-1,-1,-1,-1,1.4208,1.2114,0.9322,1.794,0.2889,350000
1,89.17,96.0,2,1,84.9,0,490,570,665,0.996535528573975,385,-1,-1,623,-1,-1,-1,0.1282,0.5454,-0.4511,-1.6289,0.6721,325000
2,90.0,83.2,2,1,88.1,0,630,580,560,-1.0,465,-1,284,-1,-1,-1,-1,0.5591,0.5454,0.1637,-0.3612,1.0554,370000
1,69.53,66.17,2,1,63.6,0,415,400,560,0.755375120895548,175,-1,-1,446,-1,-1,-1,0.7027,-1.2861,0.4711,-0.3612,0.6721,220000
1,92.2,82.2,2,1,67.58,0,500,645,650,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-2.4266,0.6568,0.0914,1.4724,-0.8799,420000
1,58.5,67.4,2,1,72.0,0,405,595,625,0.960603251997053,435,466,-1,-1,-1,-1,-1,-1.0355,0.1888,0.8171,-1.4653,0.1864,420000
1,80.0,85.6,2,1,90.1,1,490,555,465,0.996744486852253,615,-1,623,-1,-1,-1,-1,-0.0154,0.5454,0.3174,-1.3753,-0.2859,355000
2,78.0,64.4,2,1,70.68,0,345,465,620,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.4711,1.794,-0.6692,200000
1,53.8,59.6,2,1,80.68,0,425,560,370,0.992259189330951,665,-1,-1,-1,-1,-1,-1,-1.6924,0.8128,0.0914,1.5018,-0.4455,275000
1,52.0,55.0,2,1,68.0,1,345,455,335,0.245455659999829,335,333,-1,-1,-1,-1,-1,-1.3447,-0.1232,0.2366,1.4724,0.1864,550000
1,76.7,90.1,2,1,78.0,0,570,555,545,0.744758354008939,485,-1,438,-1,-1,-1,-1,0.2718,0.3789,0.3174,-0.4879,-0.8608,180000
1,83.8,80.25,2,1,67.4,0,605,520,485,0.622642915849938,475,-1,407,-1,-1,-1,-1,-0.159,0.2124,0.01,0.1459,-1.8189,315000
1,85.8,70.1,2,1,64.0,0,595,495,440,0.622642915849938,315,-1,407,-1,-1,-1,-1,-0.5899,1.0449,-0.6048,-0.4879,0.0973,220000
1,71.33,66.46,2,1,60.0,0,475,410,505,0.978799292641428,415,-1,561,-1,-1,-1,-1,-0.4463,0.5454,1.0859,1.9207,0.8637,120000
1,83.0,73.0,2,1,67.25,0,525,505,585,0.842248322257836,495,-1,469,-1,-1,-1,-1,-0.159,0.0459,0.01,1.794,-0.6692,110000
2,89.8,87.2,2,1,78.12,0,475,640,460,0.744758354008939,545,-1,438,-1,-1,-1,-1,-0.159,-0.7866,-1.0659,-0.7415,-1.244,300000
2,84.2,87.2,1,1,71.0,0,675,495,560,0.207392169717661,-1,260,-1,-1,-1,-1,-1,-0.8772,0.5454,1.0859,-1.7556,0.4805,300000
1,90.06,92.75,2,1,79.95,0,475,520,605,0.243208656725607,385,-1,-1,-1,340,-1,-1,-0.7335,0.2124,1.3933,2.0475,1.247,300000
1,92.5,96.1,2,1,78.0,0,465,605,650,0.783303536670298,365,388,-1,-1,-1,340,-1,-0.159,-1.7856,-0.9122,0.1459,-2.3937,390000
1,78.15,76.8,2,1,68.0,0,525,470,595,0.991397583740291,-1,516,469,-1,-1,-1,-1,-1.5953,-0.2871,0.7785,0.5262,0.6721,310000
1,63.6,60.8,2,1,68.0,0,440,460,405,0.486747008438193,385,-1,376,-1,-1,-1,-1,1.2772,1.0449,1.3933,-0.4879,1.4386,120000
2,81.33,78.4,2,2,71.25,1,365,525,524,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.7156,-0.5913,1.1558,0.218999999999999,-0.9194,120000
1,69.8,82.6,2,1,82.17,0,520,580,385,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.159,0.2124,0.6248,0.2727,0.4805,475000
1,90.1,95.65,2,1,70.1,1,435,365,375,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.4173,0.5008,-0.7794,1.35483,0.1864,375000
1,70.0,66.0,2,1,60.0,0,570,570,535,0.207392169717661,405,260,-1,-1,-1,-1,-1,1.1336,1.5444,0.9322,-2.2627,0.4805,200000
1,73.0,62.0,2,1,75.0,0,325,390,560,-1.0,-1,-1,-1,-1,-1,-1,-1,0.6646,-0.2793,-0.7794,-0.8778,-0.2875,260000
2,91.8,90.8,1,1,76.04,1,605,655,720,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,0.4711,0.0192,-0.2859,380000
1,79.4,75.91,2,1,73.5,0,415,435,195,0.190153405601018,315,-1,-1,-1,-1,-1,-1,-2.0262,-3.7836,-2.7565,0.1459,-6.8009,180000
1,71.0,69.0,2,1,64.28,0,500,460,545,0.943272157866555,-1,452,-1,-1,-1,420,-1,-0.4463,0.2124,0.01,-0.6147,1.0554,200000
1,64.2,90.7,2,1,82.23,1,510,605,720,0.960603251997053,565,466,-1,-1,-1,-1,-1,0.5591,-0.7866,-0.4511,0.1459,0.2889,325000
1,51.0,51.0,2,2,74.0,1,375,405,395,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2009,-1.2153,-0.7794,-0.5253,-0.2875,180000
2,87.63,79.83,2,2,89.0,0,430,525,425,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.3027,-1.2861,0.01,2.1743,-1.4356,500000
2,80.16,91.4,2,1,70.5,1,580,435,500,0.486747008438193,435,-1,376,-1,-1,-1,-1,0.99,0.5454,-0.7585,0.3995,0.4805,320000
1,90.0,67.8,2,1,78.0,0,475,485,525,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.0154,-0.2871,0.9322,-2.2627,-0.2859,275000
1,80.3,90.6,2,1,72.6,0,455,485,520,-1.0,305,-1,-1,-1,-1,-1,-1,0.5591,0.8784,-0.6048,0.5262,0.0973,180000
1,93.6,81.0,1,1,76.5,1,590,595,680,0.493596387301038,-1,324,-1,-1,-1,-1,-1,-1.8825,-0.7866,-0.4511,-0.2344,-0.6692,325000
1,79.6,73.2,2,1,66.96,1,535,640,630,0.338786347219528,-1,292,-1,-1,-1,-1,-1,-1.1644,0.2124,0.3174,0.9066,-0.4776,510000
1,89.76,82.0,1,1,72.0,0,595,590,665,0.849802713510871,505,-1,-1,-1,-1,-1,-1,0.8463,1.3779,0.4711,-0.8682,0.8637,330000
1,89.6,95.8,2,1,72.45,1,545,545,690,0.144789889482462,455,-1,284,-1,-1,-1,-1,-0.0154,-1.9521,-1.527,0.1459,-2.9686,325000
1,73.0,91.0,2,1,80.0,1,520,495,530,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.5591,1.3779,2.008,-1.5021,0.8637,290000
2,73.4,74.45,2,1,80.0,0,455,385,460,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.7027,0.7119,-0.1437,-0.4879,0.6721,190000
2,81.0,87.9,2,1,72.3,1,430,445,345,0.356536487724475,415,-1,346,-1,-1,-1,-1,1.1336,0.3789,-0.4511,0.0192,0.6721,300000
1,84.0,66.0,2,1,57.0,1,360,300,190,0.125690182237981,-1,-1,-1,284,-1,-1,-1,1.2772,1.2114,2.1617,2.5546,1.247,110000
1,85.0,64.0,2,1,65.0,0,465,505,515,0.535862819499896,-1,-1,-1,393,-1,-1,-1,0.2009,0.8128,1.2525,-0.4078,0.9763,435000
1,81.0,90.0,2,1,78.0,1,675,605,765,0.985461394326131,495,500,-1,-1,-1,-1,-1,0.7027,-0.1206,0.6248,0.3995,-0.4776,300000
1,67.0,59.4,2,1,67.46,0,275,315,445,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.2718,-1.1196,-0.6048,-1.3753,-1.6273,255000
1,79.2,67.2,2,1,66.85,1,510,590,585,0.423951396376433,-1,388,-1,-1,388,-1,-1,0.7027,0.8784,0.6248,-0.6147,1.0554,155000
1,53.06,60.33,2,1,71.3,0,475,505,475,0.229481754911755,305,266,-1,-1,286,366,-1,-1.5765,-2.1513,-1.3599,0.0035,-0.4455,60000
1,72.0,65.0,2,1,65.3,1,405,485,430,0.413838255788123,385,-1,-1,-1,-1,-1,-1,0.7027,0.0459,0.1637,-0.995,1.4386,185000
2,68.0,60.0,2,1,69.0,0,505,415,495,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.0464,1.2808,-0.0537,-0.4078,0.9763,200000
1,89.6,84.4,2,1,71.18,0,500,610,500,0.144789889482462,515,-1,284,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.3612,0.2889,315000
2,59.0,55.0,2,1,63.47,0,335,285,335,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.5719,1.4368,1.1074,0.6498,0.1864,105000
1,77.33,62.6,2,1,62.81,1,465,670,795,0.486747008438193,435,-1,376,-1,-1,-1,-1,0.99,1.0449,1.2396,-1.3753,1.6302,220000
1,87.0,70.0,2,1,69.9,0,420,495,400,0.23780283983757,505,-1,315,-1,-1,-1,-1,-1.0208,0.7119,-1.0659,0.5262,0.4805,115000
1,84.8,83.0,2,1,66.4,0,645,645,605,0.694479327708463,495,366,-1,-1,-1,-1,-1,0.6646,1.4368,1.0348,-1.2303,0.5024,260000
2,91.21,79.9,2,1,61.89,1,525,520,595,0.486747008438193,415,-1,376,-1,-1,-1,-1,-0.4463,-2.1186,0.1637,0.5262,-2.3937,105000
2,86.7,80.6,2,1,74.3,0,425,555,485,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.4992,-1.8393,-0.7794,1.4724,-2.3017,280000
1,78.3,81.0,2,1,78.0,0,665,520,740,0.744758354008939,555,-1,438,-1,-1,-1,-1,-0.0154,-0.7866,-0.7585,-1.2486,-0.4776,300000
1,54.83,61.23,2,1,66.66,0,495,435,515,0.0233121682429863,235,166,-1,-1,-1,-1,-1,-0.7264,1.1248,1.1074,1.2374,0.9763,150000
1,55.3,72.0,2,1,71.0,0,520,545,705,0.911395278391328,485,-1,500,-1,-1,-1,-1,0.4155,-0.6201,-0.4511,-0.995,-1.0524,135000
2,61.2,68.3,2,1,74.2,1,405,305,185,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.8192,-0.4353,-0.9245,1.1199,-0.2875,200000
1,78.6,76.7,2,1,68.0,0,500,630,680,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.4463,1.2114,0.4711,-1.1218,-0.6692,120000
1,87.0,84.0,1,1,75.0,0,545,485,545,0.338786347219528,-1,292,-1,-1,-1,366,-1,0.1282,0.2124,-1.527,1.0333,-0.0943,300000
1,67.36,74.96,2,1,72.6,1,355,315,445,0.793580614548506,495,333,-1,-1,-1,-1,-1,0.51,0.6568,1.1074,0.4148,0.8183,500000
1,88.0,94.0,2,1,75.0,0,520,510,635,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.4155,0.2124,-1.9881,1.0333,0.8637,500000
1,87.2,71.0,2,1,69.62,0,395,570,635,0.842248322257836,465,-1,469,-1,-1,-1,-1,0.2718,-0.1206,1.0859,-0.2344,0.8637,400000
2,91.1,90.0,2,1,76.29,0,475,495,445,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.5899,0.6211,-1.6807,1.5404,-2.5853,300000
2,79.0,71.0,2,1,79.0,0,580,580,575,0.486747008438193,565,-1,376,-1,-1,-1,-1,1.2772,1.5444,1.2396,-1.5021,-0.6692,300000
1,56.0,56.0,2,2,62.0,0,605,470,355,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.7027,0.8784,0.3174,-1.1218,0.4805,200000
1,75.52,70.0,2,1,60.13,0,485,545,530,0.755375120895548,-1,-1,-1,446,-1,-1,-1,-0.5899,-0.6867,0.1357,-1.2486,-0.4601,220000
1,76.0,78.0,2,1,77.8,0,575,455,525,0.866139820406941,-1,-1,-1,-1,-1,-1,-1,-1.1901,-0.0842,-1.0334,-0.05527,-0.7615,325000
1,80.0,68.0,2,1,63.69,1,475,565,500,0.875503907349337,425,-1,-1,-1,516,-1,-1,0.8463,0.3789,1.7007,-0.4879,-1.0524,160000
1,74.0,40.0,2,2,67.2,0,565,455,375,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.0328,-1.5051,-0.2902,-0.9194,300000
1,89.0,94.1,2,1,66.02,0,485,595,625,0.538386892985096,465,333,-1,-1,-1,-1,-1,-0.1082,-0.2793,-0.6343,-0.5253,0.4234,240000
1,85.5,58.2,2,1,63.2,0,535,340,380,0.299597296248525,405,-1,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.0973,305000
1,87.6,81.4,1,1,97.3,0,675,635,675,0.654107474545933,-1,-1,-1,420,-1,-1,-1,-1.6538,-0.5913,0.2366,-0.1727,0.5024,500000
1,90.0,89.4,1,1,83.7,0,560,555,585,0.842248322257836,505,-1,469,-1,-1,-1,-1,1.4208,1.7109,0.1637,-1.8824,-0.4776,2000000
1,80.2,64.2,2,1,71.0,0,500,505,645,0.966006923498049,-1,548,-1,-1,580,-1,-1,1.4208,1.0449,-0.4511,0.0192,0.6721,220000
2,72.0,80.0,2,2,78.0,1,475,515,405,0.245455659999829,335,-1,-1,-1,-1,-1,-1,-1.1901,-0.2793,0.8171,-0.7603,0.5024,340000
1,65.26,66.2,2,1,70.59,0,395,450,455,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.2828,0.8518,0.2729,0.7673,-0.6035,100000
1,79.2,73.2,2,1,78.3,0,345,315,575,0.255778193719394,-1,-1,-1,-1,-1,-1,292,-0.5899,-2.4516,-1.2196,0.9066,-1.4356,180000
1,55.6,56.2,2,1,65.9,0,380,520,500,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-1.8825,-3.4506,-2.1418,0.7798,-2.9686,180000
1,81.0,81.0,2,1,67.3,0,730,655,545,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5332,0.3448,-0.4891,0.0917,-0.2875,475000
1,81.0,66.0,2,1,66.0,1,580,555,465,0.622642915849938,415,-1,407,-1,-1,-1,-1,1.2772,0.0459,1.2396,-1.5021,1.247,245000
1,74.0,66.0,2,1,62.0,0,720,400,405,0.600643959446608,-1,-1,-1,-1,-1,-1,-1,0.1282,0.7119,-0.9122,-1.1218,-0.8608,215000
1,70.1,68.6,2,1,66.52,0,695,505,605,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,-0.1988,0.2973,0.8183,505000
